Factuurnummer of Subset_sales_data_Prediction_beers,Factuurdatum,Identificatienummer,Naam of Subset_sales_data_Prediction_beers,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter,Liter_clean,Year of Subset_sales_data_Prediction_beers,Factuurnummer of FINAL SubsetData_PredictionBeers,Naam of FINAL SubsetData_PredictionBeers,Year of FINAL SubsetData_PredictionBeers,N Rows,Sum(Liter_clean),Order_Size
202500401,05/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20,20,2025,202500401,Restaurant | Hoop doet Eten,2025,2,60,Regular
202500403,04/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop US Lager,60,60,2025,202500403,Restaurant | Hoop doet Eten,2025,3,180,Regular
202500403,04/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80,80,2025,202500403,Restaurant | Hoop doet Eten,2025,3,180,Regular
202500403,04/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40,40,2025,202500403,Restaurant | Hoop doet Eten,2025,3,180,Regular
202500404,04/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2025,202500404,Winkel | Hoop doet Eten,2025,4,23.76,Regular
202500404,04/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500404,Winkel | Hoop doet Eten,2025,4,23.76,Regular
202500404,04/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500404,Winkel | Hoop doet Eten,2025,4,23.76,Regular
202500404,04/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2025,202500404,Winkel | Hoop doet Eten,2025,4,23.76,Regular
202500410,05/06/2025,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40,40,2025,202500410,Lab-44,2025,4,260,Regular
202500410,05/06/2025,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60,60,2025,202500410,Lab-44,2025,4,260,Regular
202500410,05/06/2025,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2025,202500410,Lab-44,2025,4,260,Regular
202500410,05/06/2025,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",5,Hoop US Lager,100,100,2025,202500410,Lab-44,2025,4,260,Regular
202500411,05/06/2025,000468,Zaans Museum,Zaans Museum,"Overige, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500411,Zaans Museum,2025,1,3.3,Regular
202500412,08/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,4,Hoop Bleke Nelis,6.6,6.6,2025,202500412,Winkel | Hoop doet Eten,2025,1,6.6,Regular
202500414,06/06/2025,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500414,Gall en Gall Westerwatering,2025,3,11.22,Regular
202500414,06/06/2025,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500414,Gall en Gall Westerwatering,2025,3,11.22,Regular
202500414,06/06/2025,285,Gall en Gall Westerwatering,Gall en Gall Westerwatering,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500414,Gall en Gall Westerwatering,2025,3,11.22,Regular
202500415,06/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2025,202500415,Koog Supermarkten BV,2025,3,9.57,Regular
202500415,06/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65,1.65,2025,202500415,Koog Supermarkten BV,2025,3,9.57,Regular
202500415,06/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500415,Koog Supermarkten BV,2025,3,9.57,Regular
202500416,06/06/2025,000658,Watersportcentrum Het Uitgeestermeer,Watersportcentrum Het Uitgeestermeer,Vereniging,Paul Riteco,Nederland,Uitgeest,Korting 15%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2025,202500416,Watersportcentrum Het Uitgeestermeer,2025,1,11.88,Regular
202500417,06/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500417,Winkel | Hoop doet Eten,2025,3,24.75,Regular
202500417,06/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88,11.88,2025,202500417,Winkel | Hoop doet Eten,2025,3,24.75,Regular
202500417,06/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2025,202500417,Winkel | Hoop doet Eten,2025,3,24.75,Regular
202500426,13/06/2025,000515,TOPZ,TOPZ,"Vereniging, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80,80,2025,202500426,TOPZ,2025,1,80,Regular
202500427,13/06/2025,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88,11.88,2025,202500427,Rue Du Saint,2025,3,31.68,Regular
202500427,13/06/2025,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2025,202500427,Rue Du Saint,2025,3,31.68,Regular
202500427,13/06/2025,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500427,Rue Du Saint,2025,3,31.68,Regular
202500429,11/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2025,202500429,Winkel | Hoop doet Eten,2025,4,31.68,Regular
202500429,11/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,11.88,11.88,2025,202500429,Winkel | Hoop doet Eten,2025,4,31.68,Regular
202500429,11/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500429,Winkel | Hoop doet Eten,2025,4,31.68,Regular
202500429,11/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500429,Winkel | Hoop doet Eten,2025,4,31.68,Regular
202500432,05/06/2025,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500432,Restaurant De Kraai B.V.,2025,2,23.76,Regular
202500432,05/06/2025,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2025,202500432,Restaurant De Kraai B.V.,2025,2,23.76,Regular
202500433,11/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2025,202500433,Restaurant | Hoop doet Eten,2025,2,120,Regular
202500433,11/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60,60,2025,202500433,Restaurant | Hoop doet Eten,2025,2,120,Regular
202500434,12/06/2025,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500434,Slijterij Drinks & Gifts,2025,3,11.22,Regular
202500434,12/06/2025,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2025,202500434,Slijterij Drinks & Gifts,2025,3,11.22,Regular
202500434,12/06/2025,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500434,Slijterij Drinks & Gifts,2025,3,11.22,Regular
202500437,12/06/2025,000650,Dutch Boat Tours,Dutch Boat Tours,"Café, Zaanstreek",,Nederland,Amsterdam,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",10,Hoop Bleke Nelis,39.6,39.6,2025,202500437,Dutch Boat Tours,2025,2,79.2,Regular
202500437,12/06/2025,000650,Dutch Boat Tours,Dutch Boat Tours,"Café, Zaanstreek",,Nederland,Amsterdam,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",10,Hoop Kaper Tropical - Summer Session IPA,39.6,39.6,2025,202500437,Dutch Boat Tours,2025,2,79.2,Regular
202500438,11/06/2025,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",3,Hoop Bleke Nelis,60,60,2025,202500438,Cafe de Slager,2025,3,180,Regular
202500438,11/06/2025,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60,60,2025,202500438,Cafe de Slager,2025,3,180,Regular
202500438,11/06/2025,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",3,Hoop US Lager,60,60,2025,202500438,Cafe de Slager,2025,3,180,Regular
202500440,13/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40,40,2025,202500440,Restaurant | Hoop doet Eten,2025,2,60,Regular
202500440,13/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000481,Hoop Kaper Tropical  IPA rvs 20L,"Bier in RVS fust, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,20,20,2025,202500440,Restaurant | Hoop doet Eten,2025,2,60,Regular
202500441,13/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2025,202500441,Winkel | Hoop doet Eten,2025,5,29.04,Regular
202500441,13/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500441,Winkel | Hoop doet Eten,2025,5,29.04,Regular
202500441,13/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500441,Winkel | Hoop doet Eten,2025,5,29.04,Regular
202500441,13/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500441,Winkel | Hoop doet Eten,2025,5,29.04,Regular
202500441,13/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,5,Hoop Bleke Nelis,9.9,9.9,2025,202500441,Winkel | Hoop doet Eten,2025,5,29.04,Regular
202500442,13/06/2025,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500442,De Keuken in,2025,2,9.24,Regular
202500442,13/06/2025,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2025,202500442,De Keuken in,2025,2,9.24,Regular
202500446,18/06/2025,000661,Kissbakery BV,Kissbakery BV,"Keten, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,6,Hoop Bleke Nelis,9.9,9.9,2025,202500446,Kissbakery BV,2025,1,9.9,Regular
202500448,11/06/2025,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500448,Monnik Dranken,2025,1,3.3,Regular
202500449,17/06/2025,596,De Bierbroeders,De Bierbroeders,Retail,Dennis de Leeuw,Nederland,Bovenkarspel,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96,3.96,2025,202500449,De Bierbroeders,2025,2,7.92,Regular
202500449,17/06/2025,596,De Bierbroeders,De Bierbroeders,Retail,Dennis de Leeuw,Nederland,Bovenkarspel,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500449,De Bierbroeders,2025,2,7.92,Regular
202500450,19/06/2025,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",4,Hoop US Lager,80,80,2025,202500450,Lab-44,2025,1,80,Regular
202500451,18/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",5,Hoop Bleke Nelis,100,100,2025,202500451,Restaurant | Hoop doet Eten,2025,2,140,Regular
202500451,18/06/2025,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop US Lager,40,40,2025,202500451,Restaurant | Hoop doet Eten,2025,2,140,Regular
202500452,17/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84,15.84,2025,202500452,Winkel | Hoop doet Eten,2025,5,76.23,Regular
202500452,17/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000057,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",6,Hoop Kaper Tropical - Summer Session IPA,23.76,23.76,2025,202500452,Winkel | Hoop doet Eten,2025,5,76.23,Regular
202500452,17/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Kaper Tropical - Summer Session IPA,23.76,23.76,2025,202500452,Winkel | Hoop doet Eten,2025,5,76.23,Regular
202500452,17/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,4,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500452,Winkel | Hoop doet Eten,2025,5,76.23,Regular
202500452,17/06/2025,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2025,202500452,Winkel | Hoop doet Eten,2025,5,76.23,Regular
202500456,17/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2025,202500456,Koog Supermarkten BV,2025,4,21.78,Regular
202500456,17/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98,1.98,2025,202500456,Koog Supermarkten BV,2025,4,21.78,Regular
202500456,17/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000017,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92,7.92,2025,202500456,Koog Supermarkten BV,2025,4,21.78,Regular
202500456,17/06/2025,000491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Kaper Tropical - Summer Session IPA,7.92,7.92,2025,202500456,Koog Supermarkten BV,2025,4,21.78,Regular
202500457,17/06/2025,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000381,Hoop US Lager rvs 20L rental,"Bier in RVS fust, Kern",10,Hoop US Lager,200,200,2025,202500457,d'Swarte Walvis,2025,2,219.8,Regular
202500457,17/06/2025,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,000480,"Hoop Kaper Tropical IPA doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Kaper Tropical - Summer Session IPA,19.8,19.8,2025,202500457,d'Swarte Walvis,2025,2,219.8,Regular
202500458,17/06/2025,592,Gall & Gall Zaandam 7012,Gall & Gall Zaandam 7012,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95,4.95,2025,202500458,Gall & Gall Zaandam 7012,2025,3,14.85,Regular
202500458,17/06/2025,592,Gall & Gall Zaandam 7012,Gall & Gall Zaandam 7012,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,3,Hoop Bleke Nelis,5.94,5.94,2025,202500458,Gall & Gall Zaandam 7012,2025,3,14.85,Regular
202500458,17/06/2025,592,Gall & Gall Zaandam 7012,Gall & Gall Zaandam 7012,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96,3.96,2025,202500458,Gall & Gall Zaandam 7012,2025,3,14.85,Regular
202500459,17/06/2025,591,Gall & Gall Zaandam 6411,Gall & Gall Zaandam 6411,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3,3.3,2025,202500459,Gall & Gall Zaandam 6411,2025,2,7.26,Regular
202500459,17/06/2025,591,Gall & Gall Zaandam 6411,Gall & Gall Zaandam 6411,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,000200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96,3.96,2025,202500459,Gall & Gall Zaandam 6411,2025,2,7.26,Regular
